chrom_5p	bkpos_5p	strand_5p	chrom_3p	bkpos_3p	strand_3p	avg_cn
Group:6555 Translocation:False
chr12	85193129	+	chr12	85193129	-	29
chr12	85257184	+	chr12	85257184	-	29

Group:6556 Translocation:False
chr12	85778674	+	chr12	85778674	-	37

Group:6557 Translocation:False
chr12	85879587	+	chr12	85879587	-	33
chr12	85954691	+	chr12	85954691	-	43

Group:6558 Translocation:False
chr12	86110297	+	chr12	86110297	-	20
chr12	86138505	+	chr12	86138505	-	22

Group:6559 Translocation:False
chr12	86259792	+	chr12	86259792	-	10
chr12	86259902	+	chr12	86259902	-	18
chr12	86278972	+	chr12	86278972	-	15

Group:6560 Translocation:False
chr12	86774319	+	chr12	86774319	-	31
chr12	86811027	+	chr12	86811027	-	23

Group:6561 Translocation:False
chr12	87070120	+	chr12	87070120	-	26
chr12	87071639	+	chr12	87071639	-	28
chr12	87101188	+	chr12	87101188	-	21

Group:6562 Translocation:False
chr12	87477037	+	chr12	87477037	-	25
chr12	87486531	+	chr12	87486531	-	19

Group:6563 Translocation:False
chr12	87717571	+	chr12	87717571	-	35

Group:6564 Translocation:False
chr12	87944382	+	chr12	87944382	-	31

Group:6565 Translocation:False
chr12	88127094	+	chr12	88127094	-	26

Group:6566 Translocation:False
chr12	88373353	+	chr12	88373353	-	31

Group:6567 Translocation:False
chr12	88715387	+	chr12	88715387	-	31

Group:6568 Translocation:False
chr12	89543830	+	chr12	89543830	-	20

Group:6569 Translocation:False
chr12	89729109	+	chr12	89729109	-	29

Group:6570 Translocation:False
chr12	90071991	+	chr12	90071991	-	26
chr12	90094004	+	chr12	90094004	-	13

Group:6571 Translocation:False
chr12	90223561	+	chr12	90223561	-	33

Group:6572 Translocation:False
chr12	90527193	+	chr12	90527193	-	26

Group:6573 Translocation:False
chr12	90784108	+	chr12	90784108	-	22
chr12	90846601	+	chr12	90846601	-	23
chr12	90866381	+	chr12	90866381	-	19
chr12	90895428	+	chr12	90895428	-	17

Group:6574 Translocation:False
chr12	91607900	+	chr12	91607900	-	22

Group:6575 Translocation:False
chr12	92101454	+	chr12	92101454	-	30
chr12	92118741	+	chr12	92118741	-	22
chr12	92195952	+	chr12	92195952	-	27

Group:6576 Translocation:False
chr12	92473124	+	chr12	92473124	-	16
chr12	92519957	+	chr12	92519957	-	27

Group:6577 Translocation:False
chr12	92737749	+	chr12	92737749	-	36
chr12	92737749	+	chr12	92737749	-	36

Group:6578 Translocation:False
chr12	93242907	+	chr12	93242907	-	27
chr12	93291579	+	chr12	93291579	-	34
chr12	93331214	+	chr12	93331214	-	20

Group:6579 Translocation:False
chr12	93457647	+	chr12	93457647	-	24
chr12	93484971	+	chr12	93484971	-	27
chr12	93501896	+	chr12	93501896	-	24

Group:6580 Translocation:False
chr12	93867404	+	chr12	93867404	-	36

Group:6581 Translocation:False
chr12	94592660	+	chr12	94592660	-	21
chr12	94593380	+	chr12	94593380	-	20

Group:6582 Translocation:False
chr12	94837789	+	chr12	94837789	-	23
chr12	94868530	+	chr12	94868530	-	33

Group:6583 Translocation:False
chr12	95195689	+	chr12	95195689	-	26

Group:6584 Translocation:False
chr12	95322832	+	chr12	95322832	-	32
chr12	95355502	+	chr12	95355502	-	30
chr12	95413391	+	chr12	95413391	-	17
chr12	95379722	+	chr12	95379722	-	24

Group:6585 Translocation:False
chr12	95798968	+	chr12	95798968	-	28

Group:6586 Translocation:False
chr12	95907478	+	chr12	95907478	-	23
chr12	95908681	+	chr12	95908681	-	24

Group:6587 Translocation:False
chr12	96119940	+	chr12	96119940	-	24
chr12	96158131	+	chr12	96158131	-	28

Group:6588 Translocation:False
chr12	96311585	+	chr12	96311585	-	26

Group:6589 Translocation:False
chr12	96486161	+	chr12	96486161	-	24

Group:6590 Translocation:False
chr12	96827707	+	chr12	96827707	-	21

Group:6591 Translocation:False
chr12	96932459	+	chr12	96932459	-	32

Group:6592 Translocation:False
chr12	97101566	+	chr12	97101566	-	33
chr12	97132608	+	chr12	97132608	-	26

Group:6593 Translocation:False
chr12	97374661	+	chr12	97374661	-	28
chr12	97374744	+	chr12	97374744	-	28
chr12	97418818	+	chr12	97418818	-	24

Group:6594 Translocation:False
chr12	97947145	+	chr12	97947145	-	36
chr12	97950903	+	chr12	97950903	-	34
chr12	98048963	+	chr12	98048963	-	24

Group:6595 Translocation:False
chr12	98436634	+	chr12	98436634	-	32
chr12	98440895	+	chr12	98440895	-	29
chr12	98492560	+	chr12	98492560	-	27

Group:6596 Translocation:False
chr12	99059788	+	chr12	99059788	-	38
chr12	99121319	+	chr12	99121319	-	31
chr12	99139353	+	chr12	99139353	-	38

Group:6597 Translocation:False
chr12	99271662	+	chr12	99271662	-	23

Group:6598 Translocation:False
chr12	99702726	+	chr12	99702726	-	31

Group:6599 Translocation:False
chr12	100294428	+	chr12	100294428	-	31

Group:6600 Translocation:False
chr12	101232856	+	chr12	101232856	-	23

Group:6601 Translocation:False
chr12	101637049	+	chr12	101637049	-	18

Group:6602 Translocation:False
chr12	101747636	+	chr12	101747636	-	37
chr12	101833179	+	chr12	101833179	-	36
chr12	101890475	+	chr12	101890475	-	28
chr12	101947926	+	chr12	101947926	-	28

Group:6603 Translocation:False
chr12	102428236	+	chr12	102428236	-	28
chr12	102441906	+	chr12	102441906	-	31

Group:6604 Translocation:False
chr12	102867898	+	chr12	102867898	-	28

Group:6605 Translocation:False
chr12	102973467	+	chr12	102973467	-	15

Group:6606 Translocation:False
chr12	103146578	+	chr12	103146578	-	23

Group:6607 Translocation:False
chr12	103506941	+	chr12	103506941	-	23
chr12	103560367	+	chr12	103560367	-	40
chr12	103643941	+	chr12	103643941	-	28
chr12	103664113	+	chr12	103664113	-	32

Group:6608 Translocation:False
chr12	103768599	+	chr12	103768599	-	17
chr12	103856381	+	chr12	103856381	-	35
chr12	103884951	+	chr12	103884951	-	33
chr12	103895541	+	chr12	103895541	-	29

Group:6609 Translocation:False
chr12	104252658	+	chr12	104252658	-	39
chr12	104267241	+	chr12	104267241	-	43

Group:6610 Translocation:False
chr12	104385721	+	chr12	104385721	-	28
chr12	104443206	+	chr12	104443206	-	25

Group:6611 Translocation:False
chr12	105044600	+	chr12	105044600	-	27
chr12	105088785	+	chr12	105088785	-	33

Group:6612 Translocation:False
chr12	105236175	+	chr12	105236175	-	25

Group:6613 Translocation:False
chr12	105437111	+	chr12	105437111	-	26
chr12	105471944	+	chr12	105471944	-	36

Group:6614 Translocation:False
chr12	105679158	+	chr12	105679158	-	18

Group:6615 Translocation:False
chr12	105782435	+	chr12	105782435	-	26

Group:6616 Translocation:False
chr12	106209873	+	chr12	106209873	-	27
chr12	106237526	+	chr12	106237526	-	40

Group:6617 Translocation:False
chr12	106497168	+	chr12	106497168	-	30

Group:6618 Translocation:False
chr12	106728297	+	chr12	106728297	-	25
chr12	106770243	+	chr12	106770243	-	22

Group:6619 Translocation:False
chr12	107026149	+	chr12	107026149	-	22

Group:6620 Translocation:False
chr12	107322715	+	chr12	107322715	-	26

Group:6621 Translocation:False
chr12	107461576	+	chr12	107461576	-	32
chr12	107469944	+	chr12	107469944	-	29

Group:6622 Translocation:False
chr12	107914287	+	chr12	107914287	-	32

Group:6623 Translocation:False
chr12	108136334	+	chr12	108136334	-	23

Group:6624 Translocation:False
chr12	108348026	+	chr12	108348026	-	28
chr12	108363750	+	chr12	108363750	-	22

Group:6625 Translocation:False
chr12	108578652	+	chr12	108578652	-	17
chr12	108611825	+	chr12	108611825	-	20
chr12	108652845	+	chr12	108652845	-	22
chr12	108715667	+	chr12	108715667	-	27

Group:6626 Translocation:False
chr12	109055400	+	chr12	109055400	-	22
chr12	109106892	+	chr12	109106892	-	40
chr12	109106892	+	chr12	109106892	-	40
chr12	109167621	+	chr12	109167621	-	30
chr12	109210269	+	chr12	109210269	-	27

Group:6627 Translocation:False
chr12	109393539	+	chr12	109393539	-	29

Group:6628 Translocation:False
chr12	109661596	+	chr12	109661596	-	27

Group:6629 Translocation:False
chr12	110178783	+	chr12	110178783	-	6

Group:6630 Translocation:False
chr12	110432164	+	chr12	110432164	-	21

Group:6631 Translocation:False
chr12	110880708	+	chr12	110880708	-	21
chr12	110905915	+	chr12	110905915	-	29

Group:6632 Translocation:False
chr12	111257478	+	chr12	111257478	-	10
chr12	111330676	+	chr12	111330676	-	28
chr12	111332298	+	chr12	111332298	-	28
chr12	111394411	+	chr12	111394411	-	19

Group:6633 Translocation:False
chr12	112549445	+	chr12	112549445	-	22
chr12	112574811	+	chr12	112574811	-	24

Group:6634 Translocation:False
chr12	112678327	+	chr12	112678327	-	28

Group:6635 Translocation:False
chr12	112791867	+	chr12	112791867	-	35

Group:6636 Translocation:False
chr12	113461073	+	chr12	113461073	-	20
chr12	113516236	+	chr12	113516236	-	25

Group:6637 Translocation:False
chr12	113642153	+	chr12	113642153	-	31
chr12	113693208	+	chr12	113693208	-	35
chr12	113738094	+	chr12	113738094	-	26

Group:6638 Translocation:False
chr12	113941564	+	chr12	113941564	-	19
chr12	113974493	+	chr12	113974493	-	25
chr12	114013033	+	chr12	114013033	-	12
chr12	114012755	+	chr12	114012755	-	20
chr12	114063848	+	chr12	114063848	-	22
chr12	114013132	+	chr12	114013132	-	12

Group:6639 Translocation:False
chr12	114281995	+	chr12	114281995	-	29
chr12	114282023	+	chr12	114282023	-	29

Group:6640 Translocation:False
chr12	114531939	+	chr12	114531939	-	27
chr12	114576407	+	chr12	114576407	-	27
chr12	114635268	+	chr12	114635268	-	21
chr12	114640495	+	chr12	114640495	-	24

Group:6641 Translocation:False
chr12	114828444	+	chr12	114828444	-	19
chr12	114874451	+	chr12	114874451	-	24

Group:6642 Translocation:False
chr12	115031418	+	chr12	115031418	-	29
chr12	115076223	+	chr12	115076223	-	19
chr12	115112651	+	chr12	115112651	-	19

Group:6643 Translocation:False
chr12	115374524	+	chr12	115374524	-	24
chr12	115374524	+	chr12	115374524	-	24

Group:6644 Translocation:False
chr12	115698356	+	chr12	115698356	-	13

Group:6645 Translocation:False
chr12	115799724	+	chr12	115799724	-	19
chr12	115801082	+	chr12	115801082	-	29
chr12	115889491	+	chr12	115889491	-	31
chr12	115909727	+	chr12	115909727	-	32

Group:6646 Translocation:False
chr12	116210551	+	chr12	116210551	-	31
chr12	116277345	+	chr12	116277345	-	25
chr12	116331243	+	chr12	116331243	-	30
chr12	116413710	+	chr12	116413710	-	28

Group:6647 Translocation:False
chr12	116651913	+	chr12	116651913	-	24

Group:6648 Translocation:False
chr12	116832146	+	chr12	116832146	-	18

Group:6649 Translocation:False
chr12	117335729	+	chr12	117335729	-	30
chr12	117370036	+	chr12	117370036	-	42
chr12	117434969	+	chr12	117434969	-	21

Group:6650 Translocation:False
chr12	117595422	+	chr12	117595422	-	21

Group:6651 Translocation:False
chr12	117749120	+	chr12	117749120	-	19

Group:6652 Translocation:False
chr12	118133225	+	chr12	118133225	-	21

Group:6653 Translocation:False
chr12	118757825	+	chr12	118757825	-	26
chr12	118757841	+	chr12	118757841	-	26

Group:6654 Translocation:False
chr12	119397827	+	chr12	119397827	-	21

Group:6655 Translocation:False
chr12	119567712	+	chr12	119567712	-	27
chr12	119588341	+	chr12	119588341	-	28

Group:6656 Translocation:False
chr12	119763288	+	chr12	119763288	-	24

Group:6657 Translocation:False
chr12	120265777	+	chr12	120265777	-	23

Group:6658 Translocation:False
chr12	120430130	+	chr12	120430130	-	26
chr12	120437301	+	chr12	120437301	-	26
chr12	120467991	+	chr12	120467991	-	15
chr12	120442160	+	chr12	120442160	-	25

Group:6659 Translocation:False
chr12	120621959	+	chr12	120621959	-	18

Group:6660 Translocation:False
chr12	120735898	+	chr12	120735898	-	21
chr12	120746035	+	chr12	120746035	-	14
chr12	120830382	+	chr12	120830382	-	16
chr12	120754229	+	chr12	120754229	-	27
chr12	120928119	+	chr12	120928119	-	20
chr12	120983916	+	chr12	120983916	-	20
chr12	121045520	+	chr12	121045520	-	27
chr12	121052762	+	chr12	121052762	-	24
chr12	121130819	+	chr12	121130819	-	31
chr12	121160101	+	chr12	121160101	-	24
chr12	121255222	+	chr12	121255222	-	20
chr12	121255235	+	chr12	121255235	-	19
chr12	121268098	+	chr12	121268098	-	18
chr12	121268083	+	chr12	121268083	-	18

Group:6661 Translocation:False
chr12	121514828	+	chr12	121514828	-	26

Group:6662 Translocation:False
chr12	121747263	+	chr12	121747263	-	22
chr12	121748084	+	chr12	121748084	-	23

Group:6663 Translocation:False
chr12	121881827	+	chr12	121881827	-	18

Group:6664 Translocation:False
chr12	122072871	+	chr12	122072871	-	22

Group:6665 Translocation:False
chr12	122237738	+	chr12	122237738	-	21

Group:6666 Translocation:False
chr12	122704416	+	chr12	122704416	-	17

Group:6667 Translocation:False
chr12	122812647	+	chr12	122812647	-	27
chr12	122822680	+	chr12	122822680	-	34
chr12	122908109	+	chr12	122908109	-	26
chr12	122902399	+	chr12	122902399	-	16

Group:6668 Translocation:False
chr12	123224110	+	chr12	123224110	-	16
chr12	123274775	+	chr12	123274775	-	38
chr12	123275172	+	chr12	123275172	-	38
chr12	123297400	+	chr12	123297400	-	22
chr12	123275048	+	chr12	123275048	-	38
chr12	123296365	+	chr12	123296365	-	23
chr12	123389131	+	chr12	123389131	-	31
chr12	123476174	+	chr12	123476174	-	36

Group:6669 Translocation:False
chr12	123786681	+	chr12	123786681	-	32
chr12	123807945	+	chr12	123807945	-	25

Group:6670 Translocation:False
chr12	123908067	+	chr12	123908067	-	31
chr12	123911323	+	chr12	123911323	-	28
chr12	123945973	+	chr12	123945973	-	31
chr12	123911533	+	chr12	123911533	-	29

Group:6671 Translocation:False
chr12	124234976	+	chr12	124234976	-	28
chr12	124296085	+	chr12	124296085	-	23
chr12	124302840	+	chr12	124302840	-	28
chr12	124333896	+	chr12	124333896	-	19
chr12	124296140	+	chr12	124296140	-	23
chr12	124379017	+	chr12	124379017	-	20
chr12	124320702	+	chr12	124320702	-	24
chr12	124417095	+	chr12	124417095	-	22
chr12	124439377	+	chr12	124439377	-	24
chr12	124468839	+	chr12	124468839	-	27
chr12	124467515	+	chr12	124467515	-	24
chr12	124519089	+	chr12	124519089	-	32
chr12	124532903	+	chr12	124532903	-	22
chr12	124568432	+	chr12	124568432	-	25
chr12	124584850	+	chr12	124584850	-	22

Group:6672 Translocation:True
chr12	124733762	+	chr12	124733762	-	21
chr12	124812593	+	chr17	54125191	-	30
chr17	54125191	+	chr12	124812593	-	28
chr12	124840029	+	chr12	124840029	-	22
chr12	124883865	+	chr12	124883865	-	26
chr12	124883282	+	chr12	124883282	-	28

Group:6673 Translocation:False
chr12	124997214	+	chr12	124997214	-	21
chr12	124999872	+	chr12	124999872	-	13
chr12	125090207	+	chr12	125090207	-	23
chr12	125036158	+	chr12	125036158	-	31

Group:6674 Translocation:False
chr12	125307754	+	chr12	125307754	-	19
chr12	125316601	+	chr12	125316601	-	21

Group:6675 Translocation:False
chr12	125612896	+	chr12	125612896	-	31

Group:6676 Translocation:False
chr12	125752126	+	chr12	125752126	-	26
chr12	125825387	+	chr12	125825387	-	24
chr12	125846407	+	chr12	125846407	-	22
chr12	125893680	+	chr12	125893680	-	25

Group:6677 Translocation:False
chr12	126005608	+	chr12	126005608	-	21

Group:6678 Translocation:False
chr12	126273951	+	chr12	126273951	-	35

Group:6679 Translocation:False
chr12	126405317	+	chr12	126405317	-	31
chr12	126420857	+	chr12	126420857	-	22
chr12	126520602	+	chr12	126520602	-	22
chr12	126520614	+	chr12	126520614	-	22
chr12	126583370	+	chr12	126583370	-	25

Group:6680 Translocation:False
chr12	126822435	+	chr12	126822435	-	21
chr12	126832128	+	chr12	126832128	-	17
chr12	126906078	+	chr12	126906078	-	29
chr12	126882543	+	chr12	126882543	-	30
chr12	126928679	+	chr12	126928679	-	25
chr12	127001763	+	chr12	127001763	-	26
chr12	127068182	+	chr12	127068182	-	31
chr12	127125213	+	chr12	127125213	-	22
chr12	127166220	+	chr12	127166220	-	23
chr12	127153620	+	chr12	127153620	-	7
chr12	127229746	+	chr12	127229746	-	21
chr12	127283841	+	chr12	127283841	-	34

Group:6681 Translocation:False
chr12	127634293	+	chr12	127634293	-	37
chr12	127697063	+	chr12	127697063	-	33

Group:6682 Translocation:False
chr12	127906527	+	chr12	127906527	-	33

Group:6683 Translocation:False
chr12	128084418	+	chr12	128084418	-	16
chr12	128085003	+	chr12	128085003	-	16
chr12	128085482	+	chr12	128085482	-	19
chr12	128105106	+	chr12	128105106	-	23
chr12	128085011	+	chr12	128085011	-	16
chr12	128097157	+	chr12	128097157	-	15

Group:6684 Translocation:False
chr12	128285777	+	chr12	128285777	-	26

Group:6685 Translocation:False
chr12	128473334	+	chr12	128473334	-	29
chr12	128483309	+	chr12	128483309	-	26
chr12	128504968	+	chr12	128504968	-	37

Group:6686 Translocation:False
chr12	128609200	+	chr12	128609200	-	31
chr12	128658067	+	chr12	128658067	-	33
chr12	128664215	+	chr12	128664215	-	30
chr12	128757019	+	chr12	128757019	-	33
chr12	128815311	+	chr12	128815311	-	28
chr12	128846885	+	chr12	128846885	-	28
chr12	128845103	+	chr12	128845103	-	27

Group:6687 Translocation:False
chr12	128971705	+	chr12	128971705	-	22
chr12	128986945	+	chr12	128986945	-	23
chr12	129034880	+	chr12	129034880	-	16
chr12	128989815	+	chr12	128989815	-	21

Group:6688 Translocation:False
chr12	129166302	+	chr12	129166302	-	31
chr12	129190440	+	chr12	129190440	-	27

Group:6689 Translocation:False
chr12	129339390	+	chr12	129339390	-	17
chr12	129399374	+	chr12	129399374	-	26

Group:6690 Translocation:False
chr12	129538983	+	chr12	129538983	-	23

Group:6691 Translocation:False
chr12	129698570	+	chr12	129698570	-	30
chr12	129747204	+	chr12	129747204	-	28
chr12	129813611	+	chr12	129813611	-	19
chr12	129828755	+	chr12	129828755	-	9

Group:6692 Translocation:False
chr12	129962110	+	chr12	129962110	-	22
chr12	129970500	+	chr12	129970500	-	23
chr12	130042952	+	chr12	130042952	-	36
chr12	130055052	+	chr12	130055052	-	28
chr12	130010692	+	chr12	130010692	-	26
chr12	130055039	+	chr12	130055039	-	28
chr12	130151012	+	chr12	130151012	-	24
chr12	130155262	+	chr12	130155262	-	25

Group:6693 Translocation:False
chr12	130392117	+	chr12	130392117	-	15
chr12	130393038	+	chr12	130393038	-	24

Group:6694 Translocation:False
chr12	130529131	+	chr12	130529131	-	20
chr12	130572201	+	chr12	130572201	-	22
chr12	130618024	+	chr12	130618024	-	26
chr12	130660321	+	chr12	130660321	-	16
chr12	130646422	+	chr12	130646422	-	22
chr12	130713209	+	chr12	130713209	-	29
chr12	130782485	+	chr12	130782485	-	37

Group:6695 Translocation:False
chr12	131029857	+	chr12	131029857	-	34
chr12	131032724	+	chr12	131032724	-	36
chr12	131098134	+	chr12	131098134	-	30
chr12	131046200	+	chr12	131046200	-	24
chr12	131098169	+	chr12	131098169	-	29
chr12	131156850	+	chr12	131156850	-	23
chr12	131251832	+	chr12	131251832	-	31
chr12	131312831	+	chr12	131312831	-	29
chr12	131330099	+	chr12	131330099	-	29
chr12	131318526	+	chr12	131318526	-	22
chr12	131366912	+	chr12	131366912	-	33
chr12	131364112	+	chr12	131364112	-	36
chr12	131393717	+	chr12	131393717	-	26
chr12	131477697	+	chr12	131477697	-	22
chr12	131539503	+	chr12	131539503	-	22
chr12	131571708	+	chr12	131571708	-	26
chr12	131588326	+	chr12	131588326	-	20
chr12	131614474	+	chr12	131614474	-	23
chr12	131581705	+	chr12	131581705	-	25
chr12	131616896	+	chr12	131616896	-	26
chr12	131588413	+	chr12	131588413	-	19
chr12	131654673	+	chr12	131654673	-	8

Group:6696 Translocation:False
chr12	131796041	+	chr12	131796041	-	37
chr12	131871548	+	chr12	131871548	-	31
chr12	131917241	+	chr12	131917241	-	28
chr12	131918777	+	chr12	131918777	-	29

Group:6697 Translocation:False
chr12	132094801	+	chr12	132094801	-	13
chr12	132136233	+	chr12	132136233	-	26
chr12	132161747	+	chr12	132161747	-	23
chr12	132182142	+	chr12	132182142	-	29
chr12	132156783	+	chr12	132156783	-	18
chr12	132166674	+	chr12	132166674	-	20
chr12	132241776	+	chr12	132241776	-	11
chr12	132241117	+	chr12	132241117	-	11
chr12	132242871	+	chr12	132242871	-	10
chr12	132303821	+	chr12	132303821	-	27
chr12	132320628	+	chr12	132320628	-	22
chr12	132304486	+	chr12	132304486	-	25
chr12	132345549	+	chr12	132345549	-	34
chr12	132365919	+	chr12	132365919	-	35
chr12	132394121	+	chr12	132394121	-	24
chr12	132347722	+	chr12	132347722	-	37
chr12	132411339	+	chr12	132411339	-	14
chr12	132377015	+	chr12	132377015	-	37

Group:6698 Translocation:False
chr12	132527782	+	chr12	132527782	-	27
chr12	132550105	+	chr12	132550105	-	28
chr12	132565531	+	chr12	132565531	-	11
chr12	132587006	+	chr12	132587006	-	26
chr12	132606884	+	chr12	132606884	-	30
chr12	132562565	+	chr12	132562565	-	13
chr12	132597990	+	chr12	132597990	-	32
